id,tweet,class
2394,southwestair alreadi rebook tomorrow finger cross,neutral
2395,unit flight rsw tonight amp twin year old pilot row stay help get boy amp bag lifesav,positive
2396,unit flight dfw ord current time see advisori dfw may affect weather,neutral
2397,jetblu request selfi somewher rocki milehighselfieclub,neutral
2398,americanair photo,neutral
2399,jetblu wear truebluecolor,positive
2400,americanair plane made miss connect day thank noth,negative
2401,jetblu thank repli flight,positive
2402,usairway phone call number pick almost immedi,positive
2403,jetblu current danc termin love stevi,positive
2404,southwestair sacintlairport feel like good day fli thank ontim departur sna bestinclass takemehom,positive
2405,usairway top check bag wait min bag come baggag claim thank wast time,negative
2406,usairway took away class seat love chairman prefer assign row seat middl seat,negative
2407,usairway told min wait amp call back alreadi min horribl,negative
2408,jetblu aircanada take fraud serious,neutral
2409,usairway thank,neutral
2410,unit still wait respons whether allow use rear face car seat erj,neutral
2411,americanair tell flight dfw phl cancel flightl tomorrow,neutral
2412,jetblu thank updat,positive
2413,unit book flight view reserv connect first name problem chang,neutral
2414,unit even apolog,negative
2415,usairway add tsa pre number exist reserv,neutral
2416,virginamerica love danc littl richard cool bean,positive
2417,americanair alreadi know everyon share nasti food even close decent,negative
2418,unit flew unit aus austin bergstrom cancun intl best flight ever big small,positive
2419,unit pleas robin ewr premier desk help get earlier flight work huge thank,positive
2420,unit flight heavi fli back palm spring air min,negative
2421,usairway flight delay flight miss connection_ help,negative
2422,southwestair flight attend realli funni sass give life,positive
2423,usairway first class snack basket cater drink preflight drink coathang drink servic min take,negative
2424,usairway americanair hour hold got rebook new flight yesterday ask new itinerari confirm email sent,negative
2425,southwestair bunch liar cancel flightl flight rebook four day late flightr,negative
2426,virginamerica grand budapest hotel oscarscountdown,neutral
2427,usairway awesom usair tysvm,positive
2428,virginamerica help step tinder game tindertip tinderchamp,neutral
2429,happi friend americanair hope weather caus mani headach,positive
2430,southwestair happi final put southwestairlin board pass passbook make life much easier,positive
2431,southwestair would anyth ticket vega anyth love imagin dragon much,positive
2432,unit sent thank incred happi fast respons got via twitter via custom care thank,positive
2433,jetblu captain take lot muscl frown smile readi flyin mean,neutral
2434,southwestair sent,neutral
2435,usairway phone hold min tri speak agent chang reserv onlin sigh badcustomerexperi,negative
2436,jetblu thank like get new tail njb njb boston red sox liveri share talk send weekend,neutral
2437,jetblu tri help terribl custom servic airport least,negative
2438,unit thank chees platter abund entertain option time flew,positive
2439,unit concern,neutral
2440,thx stand unit rajuchinthala know frustrat appreci patienc tri get way,neutral
2441,unit late flight tire understand edgi tri catch flight chipper def rude,negative
2442,americanair hard believ bundl stay warm,positive
2443,southwestair sure messag part right pleas let know receiv,neutral
2444,southwestair would appreci thank,positive
2445,jetblu friend engag person handl clarifi question baggag fee well took interest,positive
2446,usairway ill addit review blog agent pleasant experi less,negative
2447,unit want shout thank pilot staff feb flight newark boston super help,positive
2448,unit missin point weather lie seat broken claim weather get hotel classi,negative
2449,unit abl send good,positive
2450,usairway take account cost rent car drive home,neutral
2451,americanair yes spent whole day talk agent someon final offer let stay hotel,negative
2452,americanair left counter went downstair told elis agent join come counter,negative
2453,jetblu littlebird well captur brittani love cloud enjoy ride thank,positive
2454,jetblu napkin pretti much say,positive
2455,jetblu handl xjare question like social media pros good practic transport system run friend ai,positive
2456,jetblu dominican republ number,neutral
2457,usairway miss connect due delay las told look good tmrw either stuck clt help,negative
2458,usairway also employe less help jack_kairi check bag two left desk complet,negative
2459,usairway download jeokoo american app air travel,neutral
2460,alright jetblu done altern like charter privat jet pitt glad accept,positive
2461,usairway got abl switch flight charg thank,positive
2462,americanair ladi abq great servic among sever cancel flightlat,positive
2463,jetblu everyon overreact keep swag,neutral
2464,unit pls follow,neutral
2465,southwestair got bag hour late flightr offer pick taxi cost one way spent inconveni,negative
2466,jetblu yep tomorrow,neutral
2467,usairway mayb drive usairwaysfail,neutral
2468,virginamerica result handili exceed forecast nytim,neutral
2469,americanair help rebook passeng via twitter hold hour thank,negative
2470,virginamerica announc new nonstop connect austinairport amp dallaslovefield intro,neutral
2471,virginamerica virgin hold minut earlier flight nyc tonight earlier,negative
2472,southwestair resourc check delay cancel flightlat love field fli tomorrow stress weather,neutral
2473,jetblu marti georg realli zero clue still job nobaggagefe,negative
2474,americanair know littl cold weather humor,neutral
2475,jetblu flyingitforward fli port princ haiti help go earthquak relief effort still lot,neutral
2476,unit bad idea let peopl back termin food voucher allow minut get anyth long line,negative
2477,virginamerica plane realli pretti thought know,positive
2478,southwestair first time flyer schedul round trip set departur date sure return date polici fee chang flight,neutral
2479,unit thnx,positive
2480,usairway kid,negative
2481,unit yes agent last minut one agent rude thank ladan nice,negative
2482,unit need make chang reserv seat bought ticket error amp comp seat,negative
2483,unit follow amp,neutral
2484,unit sent thank,positive
2485,virginamerica complet awesom experi last month bos las nonstop thank awesom flight depart time vabeatsjblu,positive
2486,americanair thank call cancel flightl flight flight book problem tue good weather caus leav earli,negative
2487,unit sprint concours made cough lung process clt tnx,neutral
2488,unit cabin function mean take custom satisfact survey,neutral
2489,virginamerica applic io look saw virgin mexico,neutral
2490,southwestair understand wonder miriam custom servic abl rerout got rental car discount,neutral
2491,americanair thank repli function plane four hour ago way staff friend tho,positive
2492,americanair want wast time airlin alreadi rob hour day definit,negative
2493,southwestair would nice could talk agent rather get caught promot amp hung,negative
2494,usairway tri call reserv line someon answer phone hold hour,negative
2495,southwestair talk custom servic unit make appreci even could learn much,positive
2496,southwestair without follow,negative
2497,jetblu tri thank els fail old fashion method tomorrow morn,positive
2498,usairway experienc defin custom servic flt flight attend will follow passeng bag charg,negative
2499,southwestair happili need follow order,neutral
2500,southwestair flight dal pvd,neutral
2501,unit say truth even email,negative
2502,southwestair tfw jimcram aarp spent total hrs min hold cell batteri die final made arrang kind rep,negative
2503,jetblu stock respons delay frustrat poor cust serv amp told ppl wait amp come back,negative
2504,unit chanc ever cpus jfk lax like americanair,neutral
2505,americanair flight vega dfw cancel flightl sunday monday whammi today,negative
2506,jetblu flight leav boston seattl right flight,positive
2507,shit gotta stop jetblu fleet fleek,negative
2508,unit book yet ask book,neutral
2509,jetblu make happi hope empti promis,positive
2510,americanair aww thank dfw gma understand btw airlin abl trv love guy,positive
2511,usairway thank hour layov too_ ice cake least staff courteous help unreal,positive
2512,virginamerica virginmedia fli fabul seduct sky take stress away travel,positive
2513,americanair weather logist hold minut call get desk agent,negative
2514,americanair two non rev right,neutral
2515,unit love hate relationship day good other terribl aw sadden,neutral
2516,americanair absolut horribl custom servic person suppos call immedi call back disconnect,negative
2517,southwestair karen custom servic help thank provid one bright spot frustrat situat,positive
2518,unit thnx,positive
2519,jetblu excit saw fli ionlyflyblu,positive
2520,americanair bet make screw right thing need bag job ground today painandsuff,negative
2521,southwestair parti atl termin letitgo,neutral
2522,usairway travel lax clt hts rebook tomorrow due travel advisori,neutral
2523,southwestair idea winter advisori post atl tomorrow rather get phl tonight,neutral
2524,unit thank address,positive
2525,unit hour late flightr still answer stuck houston keep get put phantom flight never apear badcustomerservic,negative
2526,southwestair briughi comclass aif amp much agcommun,neutral
2527,southwestair paytontaylor love southwest payton taylor,positive
2528,unit mom left kindl flight today burgundi case light seat anyon find,neutral
2529,jetblu excit time ahead ___,positive
2530,southwestair ice import,positive
2531,jetblu blueman airlineadvis love great time fli,positive
2532,virginamerica bug report guy,neutral
2533,americanair pleas help monday cancel flightl advis reflight book problem refund children need make plan,neutral
2534,americanair pleas rebook seattl columbus tue locat karaax name mitchel neuer,neutral
2535,southwestair though work anoth major airlin love black histori month commerci thank,positive
2536,jetblu flight njb look blue kid depart mco enrout bostonlogan,neutral
2537,southwestair bgr luv swa employe use alway,positive
2538,unit fli msp dxb child turn trip buy return ticket child,neutral
2539,jetblu hope thi bahama next,neutral
2540,usairway weather mess south miss connect clt impress though cust serv phone rep today,positive
2541,southwestair one want commit say plane get cancel flight custom relat close patienc gone,negative
2542,jetblu utah think thank,positive
2543,unit mail address write account might less like disappear,neutral
2544,unit omg thank u___,positive
2545,unit tri find loaner seat new use use car seat illeg accord safeti regul,neutral
2546,usairway flight schedul quintana roo mexico reflect newli adopt time zone chang est,neutral
2547,americanair right cue delays_,negative
2548,southwestair less pts help partnerreward incom fast enough keep pts expir,neutral
2549,jetblu lolol s_myc,positive
2550,usairway take month,negative
2551,southwestair thank much make cancel flightlat sent info,positive
2552,unit custom servic terribl stood inlin hour flight hour late flightr still bag disgutedindenv,negative
2553,americanair second touchdown madrid airport april avgeek,neutral
2554,southwestair readi mayweatherpacquiao vega may,neutral
2555,usairway houston hub employe bag made oop problem,negative
2556,southwestair love luv addit passbook option,positive
2557,unit thank,neutral
2558,jetblu beauti ride thank,positive
2559,usairway stuck cae need reflight book problem next flight possibl info,negative
2560,jetblu ellahenderson wish good luck,neutral
2561,southwestair theacademi parti hotlanta,neutral
2562,usairway thank much stress day,positive
2563,usairway go airway flight divert charlott,neutral
2564,americanair like explor option cost might chang date destin,neutral
2565,jetblu love servic staff newark today good servic goe along way appreci preciat tampa ___,positive
2566,unit thank took care everyth made right experi use open app find flight chang,positive
2567,unit great pls let know start,positive
2568,unit jeffsmisek robertfor fiorettindward garciachicago faa invest near miss hare runway last,neutral
2569,americanair thank forc check carri luggag exact spent extra money travel size toiletri,positive
2570,unit flight realli cheap catch,neutral
2571,unit goe round amp round go week,neutral
2572,virginamerica flight dal dca tri check could status pleas,neutral
2573,unit call earlier sent dca first pvd may rent car instead,neutral
2574,jetblu chang air travel investor bloombergnew,neutral
2575,better holdon everythingsgonnabealright jetblu brandloveaffair truebluelov travel busi,positive
2576,americanair might urgent realli,negative
2577,southwestair love guy take airlin week make love appreci much onlywaytofli,positive
2578,americanair visit sju return pari check bag gate sju arriv pari noth,negative
2579,unit disconnect group actual busi strategi employe attitud ground liar unit,negative
2580,usairway daughter strand charlott airway cancel flightl flight tonight complet dissatisfi usairway,negative
2581,americanair huge thank fix flight appreci custom servic could get seat assign next wife,positive
2582,americanair chang gate tell fuck wrong peopl learn fucken job,negative
2583,usairway state issu plane move cargo door open plane umm littl strang,negative
2584,southwestair absolut send,neutral
2585,southwestair sent email custom relat call tomorrow,neutral
2586,southwestair disappoint custom servic right flight one cancel flightl airport amp lose day trip,negative
2587,southwestair jump gun littl cancel flight flight airlin cancel flight louisvill ruin vacat,negative
2588,unit shulemstern rais disput provid hope clear,neutral
2589,jetblu sorri misunderstand term exact mean,neutral
2590,usairway provid best servic today thank much,positive
2591,unit fli americanair normal happen let flyer provid feedback thank,negative
2592,usairway yes sunday,neutral
2593,unit either staff whoever contract pvd fail big time tonight,negative
2594,usairway glass wine hit altitud,neutral
2595,usairway feb kim say leav minut paperwork done wheel hour late flightr,negative
2596,unit tri standbi denver tonight cancel flight father son trip till next year thx tri,positive
2597,americanair get free ticket hawaii fabul,neutral
2598,jetblu terribl land,negative
2599,jetblu find good photo got one goodnight,neutral
2600,jetblu dont enough money park garag fault pay min hrs,negative
2601,unit chanc could help rebook flight cancel flightl,negative
2602,unit abl see seat open anoth flight,neutral
2603,usairway delay blue sky whyisusairalwaysdelay,negative
2604,unit okay asem find luggag,negative
2605,usairway return gate get mel sticker look heard pilot clue mel sticker anyon,negative
2606,americanair thank,positive
2607,americanair great custom servic thank,positive
2608,southwestair answer phone horribleservic neveragain frustrat answerthephon,negative
2609,unit tag bag airport hope would actual arriv hope arriv,negative
2610,southwestair fattuesday great job celebr mardigra today atlanta airport anoth reason nut,positive
2611,virginamerica safeti video love first cross countri flight livewelltravel sytycd,positive
2612,unit realli screw deal mechan failur maui san francisco poor communic bad help get connect,negative
2613,unit deni sure charg one way way hime,negative
2614,unit addit husband paid servic amp stop work halfway flight,negative
2615,southwestair allow chang flight fee yay alway book flight americanair chang,positive
2616,stop mad jetblu fleet fleek,negative
2617,southwestair fortunemagazin great news,positive
2618,americanair got kid look pictur hope flight came whole stori much,negative
2619,unit flight attend superben super help find bag left flight today excel custom servic name fit,positive
2620,usairway seanvros sean keep mind call plan hold hour,negative
2621,unit work thank immedi repli,positive
2622,southwestair letter follow sure includ reward number twitter handl email address,neutral
2623,southwestair yes destinationdragon san diego,neutral
2624,unit know bad pray connect flight delay hour delay first flight justgetmehom,negative
2625,jetblu see flight boston pitt afternoon delay morn flight,neutral
2626,unit roundtrip ticket dramat cheaper virgin pretti pricey via unit match,neutral
2627,usairway guess respond compliment sorri think even one,negative
2628,southwestair anoth great trip lax las bna thank much,positive
2629,unit given option use unit travelbank recent flight book problem help use recoup fund thank,negative
2630,sigh jetblu fleet fleek,neutral
2631,southwestair hold hour disconnect flight cancel flightl swell compani,negative
2632,usairway let runway mechan problem wewantcomp,negative
2633,jetblu get flight viequ good right look promis,negative
2634,unit mrandyep like week flight creativ,neutral
2635,southwestair wait minut hold yall cancel flightl return flight answer phone,negative
2636,southwestair thank help adam awesom gate agent las get home,positive
2637,unit nope suppos leav still gate appar pull back ice,negative
2638,unit search mileag ticket bom find singl one saver award see play earn mile use,negative
2639,unit stuck tarmac hour flyohar go miss ride flypdx help pleas helpimstuck unit,negative
2640,unit ladi one phone say tel aviv tel aviv unit say newark one know noth,negative
2641,jetblu touchdown jfk well done pilot jetblu flight jetbluerock,positive
2642,thank hope look like complain written good experi past make termin jetblu,positive
2643,unit think board flight earli think,negative
2644,unit cours lax,neutral
2645,usairway liter say case open good,negative
2646,jetblu bos dca,neutral
2647,southwestair tri far away king scollegelondon possibl chariti today would help jailbreak rag,neutral
2648,virginamerica classi,positive
2649,jetblu plan btw excel servic crew dca sju sxm,positive
2650,unit caus riot airplan never seen anyth like,negative
2651,unit flight sit tarmac min report input,negative
2652,americanair horribl went onlin cancel flight flight button call amp wait time min amp put call amp hungupnohelp,neutral
2653,usairway use skyscann travel agenc call said call travel agenc,negative
2654,usairway link work,negative
2655,unit seen messag today mcdonnel dougla model hear read goodnight,neutral
2656,southwestair noth help restor bare expir rapidreward point,negative
2657,jetblu real shit nigga north play around,neutral
2658,americanair made worri guy good tonight even put espn_coachmack flight firstclass,positive
2659,unit agent rick clifton sea hou told father die need get handbag cabin noth shame,negative
2660,unit insult disrespect met incompet everi turn voucher domest round trip,negative
2661,jetblu like spread grandpa ash napl itali live serv yrs usnavi flyitforward,neutral
2662,unit much cost check addit bag travel newark glasgow thank,neutral
2663,americanair transport go citi get sometim wed sorri gonna cut,negative
2664,americanair get class discount wifi fli airlin approx,neutral
2665,jetblu chang flight alreadi print board pass,neutral
2666,americanair okay sent,neutral
2667,jetblu tell day fli direct buf fll fll buf,neutral
2668,americanair usairway use app say,negative
2669,jetblu fine fli haha come random hemophilia need extra assist,neutral
2670,jetblu told howev would work go oversea bottom line passeng feel,neutral
2671,americanair final final destin extra signific travel expens amp miss work resolv experi,negative
2672,jetblu annnndddd book flight easi,positive
2673,virginamerica getaway deal may one way lot cool citi cheapflight farecompar,neutral
2674,southwestair karajusto thank,positive
2675,usairway often airlin easi work need chang flight time attend mke made day,positive
2676,usairway flight dfw cancel flightl today,neutral
2677,virginamerica thank free birthday point right,positive
2678,unit worri think control email keep inform,neutral
2679,jetblu thank quick respons jetblu still best comp,positive
2680,americanair adolfo garcia,neutral
2681,virginamerica realli wish fli fargo fargoairport fare amaz,positive
2682,unit flight current stuck portland miss ride hour delay getmartyhom,negative
2683,southwestair long take rapid reward point credit account,neutral
2684,americanair alway enjoy time plane dfw,positive
2685,usairway thank refund bag fee look forward return today hope,positive
2686,americanair bot haha alway lie,negative
2687,southwestair thank great custom servic today,positive
2688,southwestair get prioriti seat alreadi paid flight,neutral
2689,americanair understand hope rectifi advanc would call auh need one check bag,negative
2690,jetblu cool stair jfk walk short distanc stair,positive
2691,usairway go take hour okay usair okay ruin everyth,negative
2692,americanair tri desper get boyfriend book airway flight price help,neutral
2693,unit fli domest first sea hnl pay use loung fli intern thank,neutral
2694,usairway send ethan new pant white reviv laundri tab great guy good crew err singl,positive
2695,southwestair social media team said sorri thank submit complaint got resolut amaz rep call,positive
2696,americanair yes next flight,neutral
2697,usairway contact number corpor baggag offic phoenix,neutral
2698,jetblu fleet fleek smh,neutral
2699,jetblu flight delay still sit runway minut far air travel best,negative
2700,americanair flight ricdfw cancel flightl yesterday amp hold cust servic est hour answer,negative
2701,southwestair expect custom servic dalla avail,neutral
2702,usairway control weather control custom servic without luggag hour amp still yet speak human,negative
2703,jetblu app still say,negative
2704,usairway made huge relief thank help,positive
2705,jetblu flight bos rsw tomorrow need wife old sit togeth option check,negative
2706,americanair could check svu space mxp jfk feb thank,neutral
2707,americanair departur sure cater strike jfk foxnew cnbc bloombergradio,neutral
2708,unit monday even,negative
2709,jetblu selfi extrem,neutral
2710,americanair serious cat dead go piss thank evil want soul,negative
2711,usairway custom servic line keep tell call back late flightr disconnect talk someon flight,negative
2712,unit miss connect alreadi miss next flight put go lax instead hawaii,negative
2713,usairway late flightr flight charleston leav flight schedul earlier wrong,negative
2714,usairway custom servic like never seen kudo organ,positive
2715,unit forgot intl flight lax intl termin easiest check ever woo,positive
2716,usairway thank would better gate agent charlott board flight,positive
2717,jetblu releas flight februari,neutral
2718,jetblu tri call multipl time wait final connect get hung,negative
2719,jetblu continu button generat trip plan trip page regardless far along flight book problem process hint end,negative
2720,americanair happen get notif departur cancel flightat tomorrow take hrs talk someon,negative
2721,americanair usairway yes obvious stink one option suppos fli yesterday,neutral
2722,jetblu acc phone iphon broke would rather chang late flightr,neutral
2723,unit wifi onboard far superior price perform user perceiv bandwidth late flightnci recent gogo experi,positive
2724,unit fine take,positive
2725,usairway hey guy want say best flight ever thank much fell asleep actual wet dream,positive
2726,unit unitedapp kind hypocrisi cancel flightl ticket bad exchang rate advantag unit,negative
2727,unit yes board way mani time amp never show pass tarmac multipl time path rail way,neutral
2728,usairway certain understand hold delay reschedul hrmin estim wait time,negative
2729,jetblu thank great recap abl sleep nervous bad guy get away,positive
2730,americanair thank much help lot,positive
2731,southwestair pleas question,neutral
2732,americanair bird could fli south america exampl argentina,neutral
2733,unit parryaftab done thnx,positive
2734,americanair know littl cold weather humor,neutral
2735,southwestair wife pts expir day ago plan flight book problem trip today anyth tight budget,neutral
2736,southwestair thank take care today michel rock custom servic gate hou,positive
2737,usairway pleas thank melli cae tammi baggag claim clt excel custom servic day complaint,positive
2738,unit need custom servic manag contact pleas,neutral
2739,usairway freez bus circl,negative
2740,virginamerica karinsle cours fun celebr thank happi chines new year,positive
2741,jetblu long look blue eye firstlov,positive
2742,southwestair pls help hold long time travel busi flight orf mci cancel flightl need get asap,negative
2743,americanair awesom thank,positive
2744,usairway go plan understat flight chang famili emerg cancel flight,negative
2745,americanair thanx repli sent,positive
2746,americanair fli child,neutral
2747,virginamerica minus minut elev silver upgrad window open freeneversuck,positive
2748,southwestair human contact mths americanair cust relat refund dept ever problem human talk,negative
2749,unit flight cmh ord arriv gate next segment yvr alreadi board hold,neutral
2750,usairway dude name shaquill desk charlott incred profession help crazi angri peopl tonight,positive
2751,southwestair look forward beat music avail flight today pretti cool,positive
2752,virginamerica realli experi hope forc check small carri noth empti cabin space board,negative
2753,southwestair perhap pair atlanta show prettypleas,neutral
2754,usairway thank help left messag dca lost found finger cross find,positive
2755,americanair plane veer runway ici dalla airport,neutral
2756,americanair open kiosk prioriti line open main check ppl,negative
2757,americanair congrat call center custom servic guy name fidencio answer went amp beyond help ___,positive
2758,virginamerica lax ewr middl seat red eye noob maneuv sendambien andchexmix,neutral
2759,unit use confirm upgd cert gave decid sell anyon biz seat bother give,negative
2760,jetblu gari serv fll airport counter realli true blue make feel home even jetblu flight delayedl,positive
2761,usairway hold hour pleas help,negative
2762,usairway tyvm usair happi night,positive
2763,southwestair got mine time wife anniversari,positive
2764,usairway ass backward process use credit flight even tri get hold custom relat imposs,negative
2765,jetblu thank,positive
2766,southwestair fli flight tomorrow pbi board posit flight overbook funer attend,neutral
2767,americanair flight dalla jacksonvill cancel flightl one notifi go,negative
2768,usairway,negative
2769,jetblu butt hurt,negative
2770,southwestair companion pass everyon deserv redcarpet treatment even mom,positive
2771,jetblu perhap need start recruit msbgu,neutral
2772,jetblu thank info alreadi board look forward futur upgrad jetblu,positive
2773,usairway sent email custom relat com work,neutral
2774,usairway fabul thank much look forward take sky,positive
2775,unit good enough affect aw organ time set back,negative
2776,americanair keep air crew chief cousin alex espinosa dfw,neutral
2777,usairway intend much follow well,neutral
2778,americanair probabl flight dfw dtw delay cancel flight,neutral
2779,usairway hrmin right end sight,negative
2780,americanair thank great custom servic famili made back sat safe weather dfw made thing littl worrisom,positive
2781,usairway half ass plane fall apart one tell famili love dobett,negative
2782,southwestair flight still go dal,neutral
2783,jetblu want give warm thank crew logan airport still get area cancel flightlat morn,positive
2784,unit land day late flight almost sleep feel sorri woman consol mother die night,negative
2785,unit follow,neutral
2786,jetblu went beyond help,positive
2787,americanair although control weather came great custom servic,positive
2788,jetblu whole plane flight lga pbi,neutral
2789,jetblu would love hawaii visit pearl harbor,neutral
2790,jetblu travel rifl hunt trip pistol larg rifl case clear freq ask question,neutral
2791,unit thank vagu can respons address issu,negative
2792,americanair still use,neutral
2793,unit mani peopl go miss connect due long wait time sfo tarmac serious find empti gate,negative
2794,usairway last name pord,neutral
2795,southwestair thank,neutral
2796,southwestair winner destinationdragon announc,neutral
2797,unit lindsay darn terribl memori part know head back iad pit tonight,neutral
2798,unit thank,positive
2799,unit get tsa final board,neutral
2800,unit alreadi miss connect,negative
2801,southwestair time fli southwest two year anoth trip back octob,neutral
2802,jetblu commerci like legroom one,neutral
2803,unit alright thank much appreci,positive
2804,usairway thank inform,positive
2805,usairway made never ran fast life,neutral
2806,southwestair best airlin one better onelov southwest bestairlin,positive
2807,usairway travel advi nyc phil winter weather air post one yet still chang flt pen,negative
2808,usairway way assist actual answer phone,negative
2809,unit somebodi say flight upgrad,negative
2810,unit purchas ticket hawaii trip late flight march mean acquir mile base price distanc flown,neutral
2811,southwestair forgot put tsa pre number check profil board pass,neutral
2812,southwestair thank given repli year ago direct area learn improv,negative
2813,usairway lack custom servic shine need step get lost baggag delta return,negative
2814,southwestair birthday destinationdragon huge fan anyway get ticket,positive
2815,jetblu fleet fleek,neutral
2816,jetblu wonder thing,positive
2817,usairway best follow pleas ______,positive
2818,unit pleas provid updat flight strand unit inform crew plane,negative
2819,unit thnx info,positive
2820,southwestair made head denver employe realli pleasant told someon applic ask thank,positive
2821,unit flight two week lost bag take status americanair neveragain worstcustomerservic,negative
2822,usairway flight fro orf phl,neutral
2823,usairway found flight want cheapoair americanair advantag applic earn mile sinc merg,neutral
2824,americanair guy tri right,neutral
2825,usairway saw onlin fee wonder way pay ahead time instead kiosk,neutral
2826,americanair near gate mean sit plane almost hour yeah,negative
2827,southwestair retir hubbi wed anniversari year companion pass pleas,neutral
2828,southwestair fortunemagazin congratul,neutral
2829,southwestair sit talk tech confer awesom guy roll across luv guy lol,positive
2830,americanair record number bpdfpp,neutral
2831,jetblu three hour delay flight stare blank screen least head could download movi,negative
2832,southwestair goe court gain access delta gate love field deltanew,neutral
2833,americanair bet sure form wear tear skin hope surviv rest winter xxx,neutral
2834,unit make connect stellar employe vicki thoma refus board even though empti seat plane,negative
2835,southwestair minut still talk one person shock phone gonna die talk anyon,negative
2836,unit wtf delay delay hour yvr san unaccept flight crew avail blame never unit,negative
2837,americanair ejacqui updat screen peopl would know late flightst info good bad work,negative
2838,southwestair enrol atl companion pass offer book flight alreadi may start use pass,neutral
2839,jetblu airway corpor nasdaq jblu reach new high rang streetwis report,positive
2840,jetblu ill call morn upset right,negative
2841,jetblu hello world record attempt amount ball point pen collect pleas could help pen,neutral
2842,southwestair thx note flight cancel flightl today book anoth carrier,negative
2843,americanair know suicid second lead caus death among teen,neutral
2844,americanair thank upgrad today get new flight first one cancel flightl,positive
2845,americanair sure thank,positive
2846,jetblu offici favorit thank wonder servic jfk,positive
2847,southwestair confirm number new reserv fpmi travel year old pleas email jennif cascino gmail com,neutral
2848,unit phone number reserv venezuela thank,neutral
2849,unit social media team point oscarnight,positive
2850,southwestair best video seen ever teamspirit,positive
2851,unit alreadi reschedul flight cancel flightl hotel room paid,negative
2852,jetblu thank respons next flight flight,positive
2853,virginamerica heard virgin mobil hotspot,neutral
2854,southwestair could tell upgrad avail flight stl tomorrow morn,neutral
2855,americanair realli need anyth saw mention often negat keep good work gratitud,positive
2856,southwestair get singl answer southwest personnel hour wait apolog explan,negative
2857,americanair announc board chose limit cater point run show lack plan imo,negative
2858,americanair despit chao still grate flight home,positive
2859,southwestair flight hou mdw aboard boe board time departur wheelsup,neutral
2860,usairway say estim leav hour ago left yet thank use inform theworstairlin,negative
2861,jetblu lap infant mon old,neutral
2862,usairway phltoslc happen,neutral
2863,southwestair southwestver need,neutral
2864,southwestair final got home bnasnow,neutral
2865,americanair biggest joke ever seen tell everyon never use guy caus joke,negative
2866,americanair good catch flight tonight thank respons,positive
2867,jetblu lmfao,neutral
2868,southwestair fli spirit air,negative
2869,usairway excus poor websit flight book problem option year vacat fall ubett smth,negative
2870,jetblu markie_post like see marki,neutral
2871,jetblu thank take back home today despit pandora best effort cancel flight flight jetblu backhom noplacelikehom,positive
2872,americanair peopl cruel stupid post person email damn internet lost mind,negative
2873,americanair come next catch home dca let get anoth great leg tonight,positive
2874,americanair rebook due weather need chang reserv fli instead,neutral
2875,virginamerica yes near everi time fli ear worm wont away,positive
2876,usairway go miss memori flydelta,negative
2877,unit holiday lifetim new york ruin lost luggag fail find sinc sunday wontflyagainwithyou,negative
2878,americanair much status million mile revenu first class ticket sit coach thank rude staff,negative
2879,jetblu haiti food distribut hundr hungri kid nearbi villag flyingitforward,neutral
2880,unit ticket counter master smf help,negative
2881,jetblu use jetblu air mile,neutral
2882,southwestair final thx,positive
2883,southwestair male flight attend flight orlando indi amaz need rais best experi,positive
2884,southwestair sorri bother hold hour minut continu hold call back,negative
2885,southwestair delay flight bdl mco need get florida amp race daytona,negative
2886,usairway custom servic finest,positive
2887,jetblu jfk nyc staff amaz lax jetblu send email detail disappoint experi jetbluecheep,negative
2888,cool thx coupl pgashow flight til mosaic wait easier chang flight weather bad jetblu,positive
2889,southwestair actual could use slight tweak return leav til monday way skip call,neutral
2890,unit lie,negative
2891,usairway hour hold chang cancel flightl flight complet unaccept,negative
2892,jetblu definit,positive
2893,usairway clt sfo first desert snack basket incom time what,negative
2894,americanair sure rebook line airport tri work earlier get sfo better,negative
2895,southwestair thank swa shannon lasairport miracl worker awesom,positive
2896,jetblu switch seat trip sunday,neutral
2897,jetblu yesterday flight want chicago sale within point rang today way guy still honor,neutral
2898,southwestair got mess dtw staff great,positive
2899,americanair help updat birthday incorrect input reserv prevent check,neutral
2900,usairway qualifi free check bag appli checkin use companion ticket,neutral
2901,jetblu brazil volunt teach english amp spanish poor children skill improv chanc better life,neutral
2902,usairway thank much,positive
2903,americanair serious min delay americanairlin ohio dalla miss connect flight,negative
2904,thank unit truu_tal certain take look pleas follow confirm number assist,positive
2905,unit yall tri littl bitti plane fli boston hate littl plane,negative
2906,americanair although hour delay everi singl staff member ticket desk admir club sweet pie,positive
2907,virginamerica way fli elev gold,positive
2908,southwestair lucki peopl like annamari norri bwi hope get recogn excel cust servic,positive
2909,usairway like thought america airway start oper rule communist russia,negative
2910,unit rather truth flight forc sit day tri get home,negative
2911,usairway contact via messag twitter text,neutral
2912,americanair end flight fourth time standbi thank,positive
2913,unit anyth yet,neutral
2914,americanair anoth custom non servic wait solv problem would miss funer suck,negative
2915,usairway americanair sit gate flight hour due comput backup plan place,negative
2916,usairway miss work taken philli ive flight bos phl mani time res seat,positive
2917,usairway follow pleas,neutral
2918,jetblu type plane flt bos rsw,neutral
2919,southwestair start xdaili flight columbus boston bostonlogan aug avgeek,neutral
2920,jetblu definit new favorit airlin,positive
2921,americanair wish could rememb name,positive
2922,usairway never wors experi life,negative
