id,tweet,class
1203,unit unit way get copi feb edit hemispher magazin fli,neutral
1204,airway usairway next flight delay well charlott luck,negative
1205,delta jetblu fyi onboard comfort travel jfk seat problem said thank make fli civil,positive
1206,delta jetblu guarante see tomorrow morn fight seat,neutral
1207,american americanair usairway gold forc pay upgrad open seat offer gold sapphir,negative
1208,unit unit lost bag never ever fli unit joke,negative
1209,unit unit thank margo houston bush intercontinent get home earlier,positive
1210,southwest southwestair baggag claim alreadi chang recent bag come stop claim team idea go,negative
1211,southwest southwestair pls help babi hannah get life save surgeri requir need help pls donat,neutral
1212,southwest southwestair hope apart team job open,positive
1213,airway usairway checkin phlairport shitshow agent behind counter tri send wrong destin rude,negative
1214,delta jetblu start xweek embraersa flight washington reagan nantucket jun sep avgeek,neutral
1215,airway usairway btw upset usaiway promis,neutral
1216,american americanair worri bag went san dca hour reunion organ breez,negative
1217,unit unit know unit club need power moar power insuffici outlet roadwarrior ord,negative
1218,delta jetblu love never work day life,neutral
1219,unit unit someon miss connect flight airlin last flight day fix,negative
1220,airway usairway pleas trivial joke slow day slow experi,negative
1221,unit unit fill yes thank bringyourown kleankanteen,positive
1222,southwest southwestair cancel flightl flight bna flight bna mdw tomorrow strand den hold day,negative
1223,delta jetblu huge fan great brand peopl great things_ guy rock happi share love,positive
1224,airway usairway intern,neutral
1225,unit unit thank,positive
1226,unit unit updat dot look unit fare london last week,neutral
1227,american americanair worst airlin ever travel worst equival dirt,negative
1228,southwest southwestair invit fallow helacohlc learn activ prevent program health condom rito famili,neutral
1229,virgin america fli virginamerica,positive
1230,american americanair bag check cancel flightl flight arriv mke much help grnd staff havoc dfw,negative
1231,delta jetblu great thank,positive
1232,american americanair stuck plane land crew unabl figur,negative
1233,southwest southwestair thank,positive
1234,delta jetblu best wait use travel bank fun trip,positive
1235,american americanair mom tri also reason chang liter said rather empti seat,negative
1236,airway usairway get bag gate gate charlott airport flight late flight caus yall ill ride life,negative
1237,unit unit thank,positive
1238,southwest southwestair bag back ding,negative
1239,southwest southwestair read tweet gap process folk take multipl flight one day,neutral
1240,southwest southwestair less pts help partnerreward incom fast enough keep pts expir,neutral
1241,unit unit voucher expir next week get extens expir,neutral
1242,american americanair delay counter take valid cac card valid need tsa precheck pass,negative
1243,airway usairway americanair bag sos iti lost hour poorcustumerservic,negative
1244,delta jetblu glad see go fix professorpaul pleas confirm check,positive
1245,airway usairway flight thank,positive
1246,virgin america virginamerica tri check look like site,negative
1247,unit unit luggag broken youcouldntmakethi brokenwheel,negative
1248,unit unit thank program comment system assign seat behind even though pair avail chang back,positive
1249,delta _____ jetblu fleet fleek,neutral
1250,virgin america virginamerica thank,positive
1251,unit unit leadership count land last night deplan minut wait jetway inexcus,negative
1252,american americanair spoken like idiot need deal esp travel experi,negative
1253,american americanair understand hope rectifi advanc would call auh need one check bag,negative
1254,southwest southwestair thank follow appreci,positive
1255,airway usairway point email state get bump class know first class book regular ticket,neutral
1256,airway usairway priv chat help chairman rerout,neutral
1257,airway usairway appli credit card automat get companion certif wait,neutral
1258,delta jetblu agent iad compound problem make announc jetbluemess,negative
1259,airway usairway gate supervisor emplid allow flight leav jfk feb custom made final board call,neutral
1260,airway usairway serious tweet let peopl know got custom hold hour,negative
1261,airway usairway point merger busi turn profit anymor,negative
1262,virgin america virginamerica still wait see starryeyes_dev_,neutral
1263,southwest southwestair got back min ago went hrs appreci support voucher essenti,positive
1264,southwest southwestair time thank,positive
1265,unit unit nope chanc airlin mess way trip,negative
1266,american americanair right two hour late flight seem due poor communic sound like annoy plane staff,negative
1267,delta jetblu get page cancel flight min ago delta southwestair help flight tfgreenairport mco,negative
1268,delta jetblu error messag paper ticket cannot servic line pleas see jetblu crewmemb assist,negative
1269,airway usairway enjoy flight far great job today tough thank make flight comfort,positive
1270,unit unit drop bag newark desk guy rudest custom face person met even two children shock,negative
1271,delta jetblu thank much,positive
1272,american americanair could train flight attend manner decenc,negative
1273,unit unit cell phone record need check see convers trust faa handl better,negative
1274,airway usairway one question book one way ticket award travel point,neutral
1275,delta jetblu beatriz susan gate mco,positive
1276,unit unit thank,neutral
1277,unit unit global first class loung ord menu yummi,positive
1278,american americanair although control weather came great custom servic,positive
1279,airway usairway nice touch use first name intim file claim soon reimburs airway day,positive
1280,american americanair thank,positive
1281,unit unit got home amid snow amp cancel flightlat deliv bag hassl plus wait phone amp upgrad thank,positive
1282,unit unit info,neutral
1283,southwest southwestair need imagin dragon like need air pleas hoom vega show,neutral
1284,unit unit guy continu impress houston,positive
1285,airway usairway hold captain late flight bag fit,negative
1286,delta jetblu alright,neutral
1287,unit unit incred easi fix would rather stay comfort zone get forc mine,negative
1288,southwest southwestair vindictive_tk larri david work southwest,neutral
1289,delta jetblu airbusintheus land aruba_airport februari avgeek warmweath,neutral
1290,delta jetblu find good photo got one goodnight,neutral
1291,southwest southwestair still abl get thank respond,neutral
1292,unit unit guy work plane,negative
1293,american americanair nice give breakfast voucher airport almost got whole drink,positive
1294,southwest southwestair spare ticket vega would forev grate destinationdragon,neutral
1295,southwest southwestair fare see flight fall absoulut lowest,neutral
1296,southwest southwestair mad love nyc,positive
1297,airway usairway thank valu feedback,neutral
1298,american americanair thank guy got sleep hang dfw bad weather,positive
1299,unit unit thank sent,positive
1300,airway usairway disast flight miss passeng count sinc done manual realli,negative
1301,american americanair hung mani time tri cal crazi,neutral
1302,southwest southwestair custom servic said known problem use confirm number domest intern,negative
1303,southwest southwestair easiest airlin deal loveee much,positive
1304,delta jetblu noth appar connect true,negative
1305,american americanair boeingairplan realli would love experi first class plane look stun,positive
1306,american americanair share mani mani other filmcrew media wsj nytim latim chicagotribun,neutral
1307,unit unit blown away stellar custserv thank,positive
1308,unit unit sure next time,negative
1309,unit unit well perhap could highlight state travel canada amp usa unit nexus,negative
1310,delta jetblu system run,neutral
1311,airway usairway question question get past comput fastest know comput help,neutral
1312,airway usairway tri fli frm dca srq visit famili member hospic cancel flightl someon assist,negative
1313,airway usairway thank,positive
1314,southwest southwestair social media team said sorri thank submit complaint got resolut amaz rep call,positive
1315,airway usairway took hour book flight yesterday due system error americanair paid extra due time laps,negative
1316,unit unit pleas take membership away,negative
1317,american americanair look help usairway award travel book wife two boy seat assign,negative
1318,delta jetblu aha thank worri might seat airport tomorrow,positive
1319,airway usairway drink voucher next flight winkwink,positive
1320,delta jetblu flight came late flight jetblu employe inform,negative
1321,delta jetblu see work pick trip two type,positive
1322,unit unit probabl someon return call email case number,negative
1323,southwest southwestair sure send messag,neutral
1324,airway usairway okay great thank,positive
1325,unit unit still valid flight seem strang delay late flight inbound crew hour plane alreadi,negative
1326,southwest southwestair use social busi roadmap develop intellig path emb social across enterpris ragandisney,neutral
1327,american americanair husband year old son stuck overnight thank crew member argu board flight,negative
1328,delta jetblu work googl chrome internet explor,neutral
1329,unit unit got email updat still eta communic detail apolog info compens right would long way,negative
1330,unit unit look beauti unit airlin,positive
1331,southwest southwestair thank awesom flight connect delay staff crew pure amaz,positive
1332,airway usairway joyadventuremom breastfeed momma watch stori countri better work faster respons,negative
1333,unit unit way contact flight work father pass head denver,negative
1334,airway usairway music hold hour tri get aadvantag membership merg someon pleas call asap,negative
1335,airway usairway damn delay,negative
1336,unit unit wtf usernam email addr signin still unavail tri login sinc sunday,negative
1337,delta jetblu gain altitud skywest hit turbul jblu skyw investor busi daili,neutral
1338,unit unit check status claim go month attent upset,negative
1339,virgin america virginamerica done need receipt asap could pleas help,neutral
1340,delta jetblu thank excit fli first time,positive
1341,airway usairway flight left phone plane shuttl,neutral
1342,delta jetblu claim point flower order purchas total forgot put promo code,neutral
1343,unit unit assist attitud staff matter airport,negative
1344,delta jetblu thank loyalmosaicmemb,positive
1345,unit hey unit upgrad hour intern flight forgiv thank,positive
1346,virgin america virginamerica omg omg__ nonstop dalla austin virgin_,positive
1347,american americanair pleas follow,neutral
1348,delta jetblu thank know weather boston great everyon tire,positive
1349,unit unit believ unit find someon simpli check seat back miss passport love unit debat choic,negative
1350,delta jetblu would dalla see grand babi miss much feel like piec heart,neutral
1351,american americanair take one rep differ gate rude ask assist thank though,negative
1352,delta jetblu figur flight morrow hard believ oil low kill make even part hotel comp,negative
1353,unit unit leav soon thank,positive
1354,southwest southwestair think flight nashvill cancel flight tomorrow,neutral
1355,airway usairway wow unbeliev treat custom puerto rico airport,positive
1356,southwest southwestair beauti day seattl,positive
1357,delta jetblu thank call right,positive
1358,delta jetblu yes terra blue chip favorit,positive
1359,american americanair cxl flight rebook pax problem thank everyon help,positive
1360,southwest southwestair yes,neutral
1361,delta jetblu btw thank respond quick,positive
1362,southwest southwestair thankyou,positive
1363,southwest southwestair tri fli back orlando bwi websit crash one answer phone help,negative
1364,southwest southwestair fli flight tonight pbi board posit flight overbook funer attend,neutral
1365,airway usairway issu flight jax delay tonight,negative
1366,southwest southwestair thank excit see,positive
1367,southwest southwestair know plane come flight rsw mke,neutral
1368,american americanair compani hell consider custom give hundr million dollar per year smh,negative
1369,american americanair gate agent jan phoenix least abl get younger daughter seat near wife thank,positive
1370,airway usairway depart yet let get high hope everyth schedul far,positive
1371,delta pleas explain jetblu fleet fleek,neutral
1372,delta jetblu would prefer similar pictur full tail great shot,positive
1373,american americanair sgf dfw might want clear ice plane land,neutral
1374,american americanair thank best could get rebook agent phone amp addtl resolut much appreci,positive
1375,southwest southwestair get tik destinationdragon omg love plz __im die,positive
1376,unit unit nexus confirm cross via air car boat travel nexus,negative
1377,airway usairway flight flight hell,negative
1378,unit unit someth miss check baggag,neutral
1379,airway usairway reserv flight companion certif mail certif verif thx,neutral
1380,southwest southwestair show one flight one way tri home page book roundtrip noth avail,negative
1381,american americanair know littl cold weather humor,neutral
1382,american americanair slacksoft_uk saw american old colour heathrowairport saturday surpris see,neutral
1383,unit unit flight lie flat seat stl pdx around date march,neutral
1384,unit unit bring game premium cabin dine nice,positive
1385,american americanair would like talk someon pleas follow,neutral
1386,airway usairway awesom yes upinairclair,positive
1387,southwest southwestair winner imaginedragon destinationdragon,neutral
1388,unit unit lrunscupcak pleas detail like help need assist clarkhoward anoth airlin issu,neutral
1389,unit unit turkish airlin rebook unit flight second leg fra iad way check upgrad avail,neutral
1390,southwest southwestair flight mco isp delay detail,negative
1391,airway usairway reserv phone number work call last day havent gotten,negative
1392,unit unit fail set song unit break guitar lmao,neutral
1393,delta jetblu flight pick twice week time delay,negative
1394,southwest southwestair stewardess realli funni could get gent next use headphon would perfect flight,positive
1395,delta alright someon stop jetblu fleet fleek,neutral
1396,delta jetblu domest want idea get surpris,neutral
1397,airway usairway americanair termin miami still worst smelli airport ever thank noth,negative
1398,american americanair delta mayb long trip late flight night amp queue baggag claim two termin good thought paid instead,negative
1399,unit unit yes make mistak less absurd chang fact inconveni miss luggag tonight,negative
1400,delta jetblu delay system,negative
1401,delta jetblu tough choic simultan busi travel best experi long time wishmyflightwaslong,positive
1402,american americanair wine serv usairway flight water somehow right bottl,negative
1403,delta jetblu current danc termin love stevi,positive
1404,american americanair good care custom anyth happen take delta get back nyc screw americanair,negative
1405,unit unit hey guess sleep caus care littl custom let sleep airport,negative
1406,american happi friend americanair hope weather caus mani headach,positive
1407,american americanair check pleas,neutral
1408,southwest southwestair custom svc wors winterweath flight cancel flight websit malfunct hold,negative
1409,southwest southwestair love girl danc make laugh everi time want take trip,positive
1410,american americanair stuck plane jfk food plane need wait crew push back plane good job,negative
1411,unit unit tri far away king scollegelondon possibl chariti today would help jailbreak rag,neutral
1412,unit unit what deal provid voucher overnight cozi floor ohar gross helpmepleas anyonether,neutral
1413,american americanair flight dalla tuesday go cancel flightl correct,neutral
1414,unit unit bag still colo spring disabl search unfamiliar airport look bag good outcom,negative
1415,virgin america virginamerica come back phl alreadi need take horribl cold pleasecomeback,positive
1416,southwest southwestair anoth great trip lax las bna thank much,positive
1417,airway usairway even go acknowledg bump flight weather arizona,negative
1418,unit unit question onboad volt outlet plane,neutral
1419,southwest southwestair get singl answer southwest personnel hour wait apolog explan,negative
1420,delta jetblu yup feet selfi,neutral
1421,unit unit let know advanc reboot yes thank attent,positive
1422,southwest southwestair airport snow remov method keep good work folk cessna becom,positive
1423,southwest southwestair yeah haha never one expens much fun destinationdragon,positive
1424,unit unit forgot intl flight lax intl termin easiest check ever woo,positive
1425,airway usairway land phoenix board flight quick vega time airport,neutral
1426,unit unit stellar custom servic earn busi attent detail,positive
1427,unit unit keep updat let know bag make flight burg,neutral
1428,delta jetblu lap infant mon old,neutral
1429,delta jetblu good,neutral
1430,southwest southwestair realli unhelp rebook onlin,negative
1431,delta lmfaooo jetblu fleet fleek,positive
1432,unit unit anoth awesom new plane flight extrem nice captain steve connolli,positive
1433,unit unit far good step denver next stop portland,positive
1434,airway usairway agent reserv contact instead ask wast time sit phone hour,negative
1435,american americanair dmed back,neutral
1436,airway usairway happen worstairlineev also mari burrough worst custom servic rep ever yourairlinesuck,negative
1437,delta jetblu start flight book problem flight novemb,neutral
1438,unit unit websit flight book problem experi obnoxi upsel laden disast anyon half brain,negative
1439,southwest southwestair flight sunni sfo delay hour other cancel flightl left right littl updat help southwestair,negative
1440,delta jetblu flight book problem flight visit easter weekend start difficult end well guy big fan,positive
1441,delta jetblu thank,positive
1442,unit unit see thank explain,positive
1443,southwest southwestair today scaveng hunt start tri help littl brother win destinationdragon,neutral
1444,airway usairway hello world record attempt amount ball point pen collect pleas could help pen,neutral
1445,american americanair flight delay time today due flight offic pit ord hour delay date bademployeeproblem,negative
1446,southwest southwestair pleas bring back rdu fll direct rout notic miss start late flight august flight alway pack,neutral
1447,southwest southwestair yeah bruh bool niggaz need hire worker someth caus next time imma forc disrespect,negative
1448,unit unit sector wherebi say bag bag allow intern flight,neutral
1449,southwest southwestair flight cancel flightl new flight hour late flightr sleep airport tonight cant even give board group seat thx,negative
1450,southwest southwestair thank much complet made thing right,positive
1451,airway usairway give stand seat ticket passeng know connect flight,neutral
1452,southwest southwestair terri hero got husband back thru secur retriev cellphon austin terri rock,positive
1453,american americanair yike,neutral
1454,delta jetblu well new baggag fee fare structur reduc legroom turn everi hate carrier congrat,negative
1455,unit unit share alright especi sleep shitti airport get sleep night,negative
1456,airway usairway thank thank accommod,positive
1457,southwest southwestair flight hou mdw aboard boe board time departur wheelsup,neutral
1458,unit unit nice see sens humor hourdelay want home settl beer safe air cours,negative
1459,unit unit faanew unaccept practic leav cancel flight flight passeng sleep cement pillow,negative
1460,american americanair wait call back two hour jan die tomorrow cancel flightl option,negative
1461,american americanair less night parti hotel sleep rebook way back phl,neutral
1462,american americanair word failur mean act instanc fail prove unsuccess lack success nonperform someth due,negative
1463,american americanair pleas give travel agent support phone number cant find websit thank,neutral
1464,delta jetblu hello tell current fli hawaii thank,neutral
1465,unit unit fine automat chang connect flight miss work,positive
1466,american americanair thank pick time,positive
1467,unit unit cancel flightl flight unknown reason realli given anyth make overnight layov toler,negative
1468,unit unit upgrad first class nice way fix earlier mistak thank,positive
1469,unit unit thank rememb load bag onto connect flight wait forgot iceland fun cloth,negative
1470,virgin america virginamerica realli aggress blast obnoxi entertain guest face amp littl recours,negative
1471,airway usairway help seat assign peopl flight phx hnl seat split anyth great,neutral
1472,southwest southwestair sure pleas follow,neutral
1473,delta jetblu wait one contain,positive
1474,unit unit servic pretti much ruin day thank weak attempt,negative
1475,delta jetblu view seat select chang seat flight tomorrow look,neutral
1476,airway usairway call use credit prev cxl tix rebook onlin rep call quot higher websit,negative
1477,delta jetblu bring dog board,neutral
1478,airway usairway go miss connect flight home delay gate agent get plane frustrat,negative
1479,virgin america virginamerica book flight need add baggag,neutral
1480,virgin america virginamerica lot flight book site work phone wait minut,negative
1481,airway usairway absolut worst experi life phl hrs fail departur gate zero communic help,negative
1482,southwest southwestair never aw custom servic conflict servic outrag,negative
1483,unit unit kewl also let know overhead bin row inop love good abbrev,neutral
1484,delta jetblu cayman_island know bar wish,positive
1485,southwest southwestair get help cancel flight flight reserv,neutral
1486,american americanair great thank,positive
1487,american americanair send trust travel add reserv tsa pre,neutral
1488,american americanair done,neutral
1489,southwest southwestair fortunemagazin congratul,neutral
1490,southwest southwestair jparkermastin custom servic passiv respons disappoint flown rethink,negative
1491,southwest southwestair flight today rsw grr abl snag free agent check look like final set,positive
1492,american americanair meant use bonus sign mileag alaska flight american,neutral
1493,unit unit sent exist reserv one respond,negative
1494,southwest southwestair neveind found way thank make process painless,positive
1495,airway usairway cant make airport road bad dfw one answer phone websit reschedul,negative
1496,airway usairway appal departur mess return suppos fli alon two sick kid,negative
1497,southwest southwestair need help reserv,neutral
1498,airway usairway thank much ruin vacat realli done without,negative
1499,american americanair next set flight next year dublin,neutral
1500,american americanair quit impress list fee,negative
1501,unit unit jmc outsourc unit airlin custom love outsourc outsourc outsourc,positive
1502,unit unit need new flight tucson,neutral
1503,delta jetblu thank respons hope,positive
1504,delta jetblu flight ewr fll,neutral
1505,delta jetblu kylejudah spoke baggag claim center gave travel credit respons cost,negative
1506,delta jetblu got hot ladi fli air life loyal,positive
1507,delta jetblu get info websit need check alert would much benefici,neutral
1508,american americanair friend told abl use credit airlin toward one flight told,neutral
1509,american americanair thank truli appreci help sent,positive
1510,airway usairway abil switch flight americanair cannot tell bag,negative
1511,unit unit flight delay one rememb turn heat flight leav ord serious,negative
1512,airway usairway thank final got bag custom servic rep wonder,positive
1513,delta jetblu even year earthquak haiti still need help rebuild flyingitforward,neutral
1514,american americanair unit contact someth allevi terribl terribl servic year old social media guru,negative
1515,airway usairway get sort thank,positive
1516,southwest southwestair sent,neutral
1517,american americanair come next catch home dca let get anoth great leg tonight,positive
1518,southwest southwestair flight,negative
1519,unit unit send urgent messag via eservic unit com bgkwm narayanan pleas respond asap also local unit tel kul,neutral
1520,american americanair hey disappoint time travel worst experi time flight delay,negative
1521,unit unit yes still answer mani luggag day unaccept,negative
1522,unit unit confirm number njvbp need email confirm flight nyc sfo feb,neutral
1523,unit unit thank ask,positive
1524,virgin america virginamerica dig swanki pink mood light flight nyc sfo need cabaret singer think,neutral
1525,delta jetblu credit card compani accident mark jet blue ticket fraud correct mistak repost money,neutral
1526,unit unit glad mean someth lol,neutral
1527,southwest southwestair give guy rais great start flight mke,positive
1528,airway usairway first luggag got stuck differ citi get back today amp one employe stole pair glove,negative
1529,airway usairway thank bad make two day train trip look appeal,negative
1530,delta jetblu thank finger cross,positive
1531,southwest southwestair redcarpet southwest companion pass would great,positive
1532,southwest southwestair link site display delay cancel flightat flight dallaslovefield,neutral
1533,southwest southwestair new mkt strategi averag like rest whathappend point devalu,negative
1534,delta jetblu thank,positive
1535,delta jetblu great experi flight sfo jfk seat servic food everyth top qualiti back soon,positive
1536,southwest southwestair sacintlairport feel like good day fli thank ontim departur sna bestinclass takemehom,positive
1537,delta jetblu receiv invit particip reward legit jetblu doubl check site look differ,neutral
1538,southwest southwestair ad passbook support io applic final get add collect,positive
1539,american americanair followback,neutral
1540,delta jetblu still love guy get vega alreadi _____,positive
1541,delta jetblu made safe sound thank safe travel,positive
1542,airway usairway hear lot instead feedback get back home,negative
1543,southwest southwestair great exampl custom servic morn msi head atl alison bobbi fantast gate thank,positive
1544,airway usairway call say runway clear problem thing,neutral
1545,american americanair sent,neutral
1546,southwest southwestair great job look forward next trip abl use new featur,positive
1547,american americanair greatest newark gate agent ever david dean norma sedholm luz calderon made feel like king americanairlin,positive
1548,delta jetblu new ceo seek right balanc pleas passeng wall daili journal,neutral
1549,unit unit yes food add gluten free option,positive
1550,unit unit suck money book flight see love life mile away,neutral
1551,unit unit even intern flight glasgow orlando newark min,neutral
1552,american americanair understand need drain lavatori fear freez polici check board smh come,negative
1553,southwest southwestair cancel flightl flight without explan pick phone minut count customerservic oliv,negative
1554,delta jetblu thx confirm team awesom thank prompt amp help respons cheer less snow everyon futur,positive
1555,southwest southwestair want new orlean houston see dad anderson help,neutral
1556,southwest southwestair hire flight attend right,neutral
1557,southwest southwestair get common courtesi phone call answer either polici bad peopl fire dissapont,negative
1558,american americanair mean ktn reserv,neutral
1559,delta jetblu deal flt today departur keep chang go late flight,negative
1560,delta jetblu increas charter servic cuba travel agent,neutral
1561,airway usairway question downgrad includ lose first class get money back,neutral
1562,southwest southwestair enjoy call good friend flight book problem flight elsewher tweet one time tell mani,neutral
1563,southwest southwestair flight chi buf last night almost hour delay cuz someon got plane without pass sound safe,negative
1564,american americanair long mait repair wait gate capt said paperwork formal forc check bag rude return reader work,negative
1565,american americanair check broken tablet see attach pictur media filmcrew nbc cnn,negative
1566,unit unit sit plane pilot thank waitingonapilot denver siouxfal whyairtravelsuck,negative
1567,delta jetblu hey check snow boston could predict thing,neutral
1568,airway usairway thks phl fll overal class improv food phl fll crew super,positive
1569,airway usairway alway let,negative
1570,unit appreci unit,positive
1571,southwest southwestair work differ devic though help appreci,neutral
1572,airway usairway flight delay hour reason given sure love fli airlin whatajok,negative
1573,unit unit sent,neutral
1574,airway usairway grandbabi week travel birth thank reason fare see saturday,positive
1575,american americanair call regard bag came yesterday one notifi updat onlin record locat customerservic,negative
1576,american americanair put fact gate supervisor tri come communic,negative
1577,southwest southwestair flight phi den staf great crew freecomedyshow newlifetimecustom,positive
1578,unit unit flight gate chang top realli hope compens point mileag account,negative
1579,unit unit thank new club hare comfort made difficult weather day profici enjoy,positive
1580,american americanair unabl access websit tri,negative
1581,delta jetblu updat flight would appreci time thank,neutral
1582,delta jetblu shut door way,neutral
1583,airway usairway speak human compass wrote email discuss experi receiv generic sorri email back,negative
1584,unit unit never go get gate rate,negative
1585,delta jetblu ceo battl appeas passeng wall street waterburi republican american,neutral
1586,airway usairway thank made safe,positive
1587,southwest southwestair thank take good care luggag,negative
1588,airway usairway thank much got thru phone amp everyth fine love websit amp app thank work,positive
1589,airway usairway final rectifi flight situat thank,positive
1590,airway usairway awesom usair tysvm,positive
1591,american americanair follow,positive
1592,southwest southwestair teyana taylor perform medusafriday free till themenofbusi,neutral
1593,unit unit pleas help,neutral
1594,unit unit emboss badg patch superior one current use,neutral
1595,delta jetblu littl month ago jetblu guy great thank everyth,positive
1596,american americanair merg airlin readi prime time book elit flyer nothappi usairway needcoffe,negative
1597,american americanair well clear custom auh need get iah arriv dfw possibl retriev luggag iad,neutral
1598,unit unit suppos number,neutral
1599,delta jetblu wsj jetblu treat right disabledtravel thank hassl flight jamaica,positive
1600,southwest southwestair iphon app passbook support whoot littl thing life,positive
1601,american americanair flight dalla sfo cancel flight get anyth els tomorrow put,negative
1602,american americanair kax premium hope flight better food know work servic tnx,positive
1603,virgin america virginamerica ttinac,neutral
1604,southwest southwestair minut phone given anoth number call still hold,negative
1605,airway usairway amaz follow back pleas __________________,positive
1606,delta jetblu fleet fleek happen,neutral
1607,unit unit yes part use del ewr use return flight cancel flightl due technic glitch oper,negative
1608,american americanair still wait call back strand one talk,negative
1609,unit unit onlin incheck abl netherland am,neutral
1610,unit unit think rough moment bad passeng earlier flight thing got consider better thank,positive
1611,airway usairway thank sad talk real person amp kept get disconnect autom msg,negative
1612,unit unit sent confirm via thank much,positive
1613,delta jetblu sound fun work,neutral
1614,american americanair beantownmatti sound like date,positive
1615,airway usairway charg chang flight rip reason hand amp want reschedul flight juli,negative
1616,southwest southwestair airlin fli bna today,negative
1617,unit unit think iamtedk look help,neutral
1618,airway usairway serious doubt still sit insid gate,negative
1619,virgin america virginamerica pull hair tri book flight site work iphon ipad comput help,negative
1620,virgin america virginamerica someth wrong websit safari iphon,negative
1621,unit unit flight realli cheap catch,neutral
1622,american americanair told drive back drop could attempt fix realli time terribl,negative
1623,unit unit well john hugh birthday stick plane amp hold train amp automobil gate worker well,positive
1624,airway usairway hold reserv min alreadi worstairlin,negative
1625,southwest southwestair follow send info,neutral
1626,american americanair usairway help find baggag repli asap direct detail,negative
1627,american americanair upon enter plane usairway stewardess water pleas take seat,negative
1628,unit unit good morn first class upgrad avail feb rsw ewr need seat pleas,neutral
1629,delta jetblu flight attend angel awesom kudo,positive
1630,unit unit million miler fli almost everi week observ gate flight crew commit good oper,positive
1631,american americanair backpack need see agent,negative
1632,unit unit develop fli tmrw morn min layov earlier flight layov move,neutral
1633,american americanair happen mani time upset see poor airlin treat custom,negative
1634,american americanair robertdwy doesnt charg fee chang award ticket long origin destin amp award type remain,neutral
1635,unit unit design deter peopl forget thing provid storag space articl say latter unfriendlyski,negative
1636,unit unit wonder cabin filthi badservic,negative
1637,delta jetblu alway,neutral
1638,unit unit air,neutral
1639,southwest southwestair passport time trip could still fli photo thingsishouldknow ifeeldumb,neutral
1640,airway usairway realli drunk someon stop serv,negative
1641,delta ___ jetblu fleet fleek,neutral
1642,delta jetblu btw name samantha everyon flight,positive
1643,american americanair agent dfw kind best help make phx error attitud americ,negative
1644,unit unit thank get daughter home americanair cancel flightl flight nashvill,positive
1645,unit unit first class passeng pay inflight wifi,negative
1646,unit thank unit prompt assist,positive
1647,american americanair worst compani ever pleas fli repeat pleas fli credit delay,negative
1648,southwest southwestair int friend,negative
1649,delta jetblu count flight get,positive
1650,airway usairway thank,positive
1651,unit unit love see girl inspir becom pilot free woaw event march abq,neutral
1652,unit unit fail southwestair save day,neutral
1653,airway usairway thank bwi keep see differ stat delay await take delay,positive
1654,american americanair thank final got afternoon,positive
1655,southwest southwestair travel see class get away sld anytim avail know mani anytim avail,neutral
1656,unit unit thank help appreci,positive
1657,delta jetblu great flight bahama even bad weather northeast thank great servic,positive
1658,southwest southwestair thank make good poteettj cancel flightl flight,positive
1659,american americanair termin lhr say board pass,neutral
1660,american americanair expect respons fiscal year calendar year never,negative
1661,delta jetblu flight leav boston seattl right flight,positive
1662,unit unit still bag arriv amp websit say still airport hour late flightr nothappi,negative
1663,delta jetblu wave someon behind step forward although explain happen indic need make flight,negative
1664,unit unit hand slip paper amp said call call day tri get sent still layov airport ref tho,negative
1665,american americanair know wifi flight much thank,neutral
1666,unit unit would love help get today ewr take airlin connect thx,positive
1667,southwest southwestair worri never seen today mean_it great card,positive
1668,american americanair need know flight cancel flightl speak anyon help,negative
1669,airway usairway help complaint form websit use matter appli actual ticket flight,neutral
1670,unit unit good flight thank,positive
1671,american americanair hahaha meanwhil russia,neutral
1672,southwest southwestair rebook line keep tell reserv number past date morn hold hrs,negative
1673,southwest southwestair taylormdown share valu common,positive
1674,american americanair hmm look like look tweet last month one abl get agent help thank,positive
1675,delta jetblu bos dca,neutral
1676,american americanair still use,neutral
1677,airway usairway problem person airport would help,positive
1678,unit unit ewr lax seat armrest broken discov takeoff flight full file report chat partial refund,negative
1679,airway usairway reflight book problem necessari afford deal kind unprofession would howev like type credit,negative
1680,southwest southwestair schedul morn day fact yes sure even flight one cancel flightl,negative
1681,airway usairway good hold hour day sinc sun book way flt dividend mile agent send hold hell furious,negative
1682,unit unit ord phl flight cdt delay kinda hope strand ord either,neutral
1683,unit unit unitedairlin wont wait min fam old connect flight leav earli instead airport plane last stop today,neutral
1684,american americanair oaaret flight cancel flightl,neutral
1685,delta jetblu catch name sure jason know,neutral
1686,unit unit yes houston int bush,neutral
1687,delta stop jetblu,negative
1688,american americanair also pass websit around passeng,neutral
1689,southwest southwestair need help one pick phone,negative
1690,delta jetblu round trip week trueblu,neutral
1691,american americanair dfw accept arriv departur today,neutral
1692,airway usairway thank,positive
1693,delta jetblu annnndddd book flight easi,positive
1694,delta jetblu well mine sure anyth write home,neutral
1695,virgin america virginamerica view downtown los angel hollywood sign beyond rain mountain,positive
1696,airway usairway airport snow remov method keep good work folk cessna becom,neutral
1697,unit unit thank hope easili resolv,positive
1698,unit unit best way unit one true love shop usa fashion capit newyork unitedvusa,positive
1699,delta jetblu yes yes great trip thank lift,positive
1700,delta jetblu let know status flight pbi jfk delay hour board problem hatch,negative
1701,unit unit okay thank help,positive
1702,american americanair thought plane retir,neutral
1703,unit unit help appreci looong wait help someth fault,negative
